country,feature,wave,tier,coverage,n_rows,detail
Nigeria,community_prices,2016Q1,sane,declared,31412,warn: has_household_index
Nigeria,community_prices,2018Q3,dropped,declared,,declared for wave but absent from built t-index
Nigeria,community_prices,2019Q1,sane,declared,23237,warn: has_household_index
Nigeria,community_prices,2023Q3,dropped,declared,,declared for wave but absent from built t-index
Nigeria,community_prices,2024Q1,sane,declared,21873,warn: has_household_index
Nigeria,crop_production,2010Q3,absent,absent,,source not declared for wave
Nigeria,crop_production,2011Q1,absent,absent,,source not declared for wave
Nigeria,crop_production,2012Q3,absent,absent,,source not declared for wave
Nigeria,crop_production,2013Q1,absent,absent,,source not declared for wave
Nigeria,crop_production,2015Q3,absent,absent,,source not declared for wave
Nigeria,crop_production,2016Q1,absent,absent,,source not declared for wave
Nigeria,crop_production,2018Q3,absent,absent,,source not declared for wave
Nigeria,crop_production,2019Q1,absent,absent,,source not declared for wave
Nigeria,crop_production,2023Q3,absent,absent,,source not declared for wave
Nigeria,crop_production,2024Q1,absent,absent,,source not declared for wave
Nigeria,food_acquired,2010Q3,builds,declared,73237,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,food_acquired,2011Q1,builds,declared,71246,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,food_acquired,2012Q3,builds,declared,121750,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,food_acquired,2013Q1,builds,declared,134097,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,food_acquired,2015Q3,builds,declared,147516,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,food_acquired,2016Q1,builds,declared,137856,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,food_acquired,2018Q3,sane,declared,158470,warn: index_levels_match_scheme
Nigeria,food_acquired,2019Q1,sane,declared,161484,warn: index_levels_match_scheme
Nigeria,food_acquired,2023Q3,absent,absent,,source not declared for wave
Nigeria,food_acquired,2024Q1,absent,absent,,source not declared for wave
Nigeria,food_coping,2010Q3,sane,declared,43204,warn: index_levels_match_scheme
Nigeria,food_coping,2011Q1,dropped,declared,,declared for wave but absent from built t-index
Nigeria,food_coping,2012Q3,sane,declared,41353,warn: index_levels_match_scheme
Nigeria,food_coping,2013Q1,dropped,declared,,declared for wave but absent from built t-index
Nigeria,food_coping,2015Q3,sane,declared,41282,warn: index_levels_match_scheme
Nigeria,food_coping,2016Q1,dropped,declared,,declared for wave but absent from built t-index
Nigeria,food_coping,2018Q3,absent,absent,,source not declared for wave
Nigeria,food_coping,2019Q1,absent,absent,,source not declared for wave
Nigeria,food_coping,2023Q3,absent,absent,,source not declared for wave
Nigeria,food_coping,2024Q1,absent,absent,,source not declared for wave
Nigeria,food_expenditures,2010Q3,sane,declared,62099,all checks pass
Nigeria,food_expenditures,2011Q1,sane,declared,59775,all checks pass
Nigeria,food_expenditures,2012Q3,sane,declared,52758,all checks pass
Nigeria,food_expenditures,2013Q1,sane,declared,56937,all checks pass
Nigeria,food_expenditures,2015Q3,sane,declared,62476,all checks pass
Nigeria,food_expenditures,2016Q1,sane,declared,57132,all checks pass
Nigeria,food_expenditures,2018Q3,sane,declared,64376,all checks pass
Nigeria,food_expenditures,2019Q1,sane,declared,66732,all checks pass
Nigeria,food_expenditures,2023Q3,absent,absent,,source not declared for wave
Nigeria,food_expenditures,2024Q1,absent,absent,,source not declared for wave
Nigeria,food_prices,2010Q3,sane,declared,61967,all checks pass
Nigeria,food_prices,2011Q1,sane,declared,59619,all checks pass
Nigeria,food_prices,2012Q3,sane,declared,675,all checks pass
Nigeria,food_prices,2013Q1,sane,declared,161,all checks pass
Nigeria,food_prices,2015Q3,sane,declared,509,all checks pass
Nigeria,food_prices,2016Q1,sane,declared,426,all checks pass
Nigeria,food_prices,2018Q3,sane,declared,1106,all checks pass
Nigeria,food_prices,2019Q1,sane,declared,1044,all checks pass
Nigeria,food_prices,2023Q3,absent,absent,,source not declared for wave
Nigeria,food_prices,2024Q1,absent,absent,,source not declared for wave
Nigeria,food_quantities,2010Q3,sane,declared,73102,all checks pass
Nigeria,food_quantities,2011Q1,sane,declared,71068,all checks pass
Nigeria,food_quantities,2012Q3,sane,declared,69607,all checks pass
Nigeria,food_quantities,2013Q1,sane,declared,76863,all checks pass
Nigeria,food_quantities,2015Q3,sane,declared,85547,all checks pass
Nigeria,food_quantities,2016Q1,sane,declared,81150,all checks pass
Nigeria,food_quantities,2018Q3,sane,declared,95200,all checks pass
Nigeria,food_quantities,2019Q1,sane,declared,95794,all checks pass
Nigeria,food_quantities,2023Q3,absent,absent,,source not declared for wave
Nigeria,food_quantities,2024Q1,absent,absent,,source not declared for wave
Nigeria,household_characteristics,2010Q3,sane,declared,4995,all checks pass
Nigeria,household_characteristics,2011Q1,sane,declared,4915,all checks pass
Nigeria,household_characteristics,2012Q3,sane,declared,4685,all checks pass
Nigeria,household_characteristics,2013Q1,sane,declared,4768,all checks pass
Nigeria,household_characteristics,2015Q3,sane,declared,4611,all checks pass
Nigeria,household_characteristics,2016Q1,sane,declared,4582,all checks pass
Nigeria,household_characteristics,2018Q3,sane,declared,5051,all checks pass
Nigeria,household_characteristics,2019Q1,sane,declared,4980,all checks pass
Nigeria,household_characteristics,2023Q3,sane,declared,4771,all checks pass
Nigeria,household_characteristics,2024Q1,sane,declared,4716,all checks pass
Nigeria,household_roster,2010Q3,builds,declared,27588,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,household_roster,2011Q1,builds,declared,28281,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,household_roster,2012Q3,sane,declared,29314,warn: index_levels_match_scheme
Nigeria,household_roster,2013Q1,sane,declared,30234,warn: index_levels_match_scheme
Nigeria,household_roster,2015Q3,builds,declared,32139,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,household_roster,2016Q1,builds,declared,32827,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,household_roster,2018Q3,builds,declared,27607,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,household_roster,2019Q1,builds,declared,26557,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,household_roster,2023Q3,builds,declared,27421,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,household_roster,2024Q1,builds,declared,25662,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,housing,2010Q3,dropped,declared,,declared for wave but absent from built t-index
Nigeria,housing,2011Q1,sane,declared,4899,warn: index_levels_match_scheme
Nigeria,housing,2012Q3,dropped,declared,,declared for wave but absent from built t-index
Nigeria,housing,2013Q1,sane,declared,4756,warn: index_levels_match_scheme
Nigeria,housing,2015Q3,sane,declared,4589,warn: index_levels_match_scheme
Nigeria,housing,2016Q1,dropped,declared,,declared for wave but absent from built t-index
Nigeria,housing,2018Q3,sane,declared,5047,warn: index_levels_match_scheme
Nigeria,housing,2019Q1,dropped,declared,,declared for wave but absent from built t-index
Nigeria,housing,2023Q3,dropped,declared,,declared for wave but absent from built t-index
Nigeria,housing,2024Q1,sane,declared,4715,warn: index_levels_match_scheme
Nigeria,individual_education,2010Q3,sane,declared,643,warn: index_levels_match_scheme
Nigeria,individual_education,2011Q1,sane,declared,643,warn: index_levels_match_scheme
Nigeria,individual_education,2012Q3,sane,declared,313,warn: index_levels_match_scheme
Nigeria,individual_education,2013Q1,sane,declared,313,warn: index_levels_match_scheme
Nigeria,individual_education,2015Q3,sane,declared,17687,warn: index_levels_match_scheme
Nigeria,individual_education,2016Q1,sane,declared,17687,warn: index_levels_match_scheme
Nigeria,individual_education,2018Q3,sane,declared,19271,warn: index_levels_match_scheme
Nigeria,individual_education,2019Q1,sane,declared,19271,warn: index_levels_match_scheme
Nigeria,individual_education,2023Q3,sane,declared,19053,warn: index_levels_match_scheme
Nigeria,individual_education,2024Q1,sane,declared,19053,warn: index_levels_match_scheme
Nigeria,interview_date,2010Q3,sane,declared,4953,warn: index_levels_match_scheme
Nigeria,interview_date,2011Q1,sane,declared,4915,warn: index_levels_match_scheme
Nigeria,interview_date,2012Q3,sane,declared,4809,warn: index_levels_match_scheme
Nigeria,interview_date,2013Q1,sane,declared,4769,warn: index_levels_match_scheme
Nigeria,interview_date,2015Q3,dropped,declared,,declared for wave but absent from built t-index
Nigeria,interview_date,2016Q1,dropped,declared,,declared for wave but absent from built t-index
Nigeria,interview_date,2018Q3,dropped,declared,,declared for wave but absent from built t-index
Nigeria,interview_date,2019Q1,dropped,declared,,declared for wave but absent from built t-index
Nigeria,interview_date,2023Q3,absent,absent,,source not declared for wave
Nigeria,interview_date,2024Q1,absent,absent,,source not declared for wave
Nigeria,livestock,2010Q3,absent,absent,,source not declared for wave
Nigeria,livestock,2011Q1,absent,absent,,source not declared for wave
Nigeria,livestock,2012Q3,absent,absent,,source not declared for wave
Nigeria,livestock,2013Q1,absent,absent,,source not declared for wave
Nigeria,livestock,2015Q3,absent,absent,,source not declared for wave
Nigeria,livestock,2016Q1,absent,absent,,source not declared for wave
Nigeria,livestock,2018Q3,absent,absent,,source not declared for wave
Nigeria,livestock,2019Q1,absent,absent,,source not declared for wave
Nigeria,livestock,2023Q3,absent,absent,,source not declared for wave
Nigeria,livestock,2024Q1,absent,absent,,source not declared for wave
Nigeria,nonfood_expenditures,2010Q3,builds,declared,4965,fail: no_all_null_columns; warn: no_constant_columns
Nigeria,nonfood_expenditures,2011Q1,builds,declared,4811,fail: no_all_null_columns; warn: no_constant_columns
Nigeria,nonfood_expenditures,2012Q3,builds,declared,4581,fail: no_all_null_columns; warn: no_constant_columns
Nigeria,nonfood_expenditures,2013Q1,builds,declared,4729,fail: no_all_null_columns; warn: no_constant_columns
Nigeria,nonfood_expenditures,2015Q3,builds,declared,4579,fail: no_all_null_columns; warn: no_constant_columns
Nigeria,nonfood_expenditures,2016Q1,builds,declared,4564,fail: no_all_null_columns; warn: no_constant_columns
Nigeria,nonfood_expenditures,2018Q3,builds,declared,5047,fail: no_all_null_columns; warn: no_constant_columns
Nigeria,nonfood_expenditures,2019Q1,builds,declared,4979,fail: no_all_null_columns; warn: no_constant_columns
Nigeria,nonfood_expenditures,2023Q3,absent,absent,,source not declared for wave
Nigeria,nonfood_expenditures,2024Q1,absent,absent,,source not declared for wave
Nigeria,people_last7days,2010Q3,absent,absent,,source not declared for wave
Nigeria,people_last7days,2011Q1,absent,absent,,source not declared for wave
Nigeria,people_last7days,2012Q3,absent,absent,,source not declared for wave
Nigeria,people_last7days,2013Q1,absent,absent,,source not declared for wave
Nigeria,people_last7days,2015Q3,absent,absent,,source not declared for wave
Nigeria,people_last7days,2016Q1,absent,absent,,source not declared for wave
Nigeria,people_last7days,2018Q3,absent,absent,,source not declared for wave
Nigeria,people_last7days,2019Q1,absent,absent,,source not declared for wave
Nigeria,people_last7days,2023Q3,absent,absent,,source not declared for wave
Nigeria,people_last7days,2024Q1,absent,absent,,source not declared for wave
Nigeria,plot_features,2010Q3,builds,declared,6029,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,plot_features,2011Q1,dropped,declared,,declared for wave but absent from built t-index
Nigeria,plot_features,2012Q3,builds,declared,5888,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,plot_features,2013Q1,dropped,declared,,declared for wave but absent from built t-index
Nigeria,plot_features,2015Q3,builds,declared,5824,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,plot_features,2016Q1,dropped,declared,,declared for wave but absent from built t-index
Nigeria,plot_features,2018Q3,builds,declared,11072,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,plot_features,2019Q1,dropped,declared,,declared for wave but absent from built t-index
Nigeria,plot_features,2023Q3,builds,declared,9232,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Nigeria,plot_features,2024Q1,dropped,declared,,declared for wave but absent from built t-index
Nigeria,plot_inputs,2010Q3,absent,absent,,source not declared for wave
Nigeria,plot_inputs,2011Q1,absent,absent,,source not declared for wave
Nigeria,plot_inputs,2012Q3,absent,absent,,source not declared for wave
Nigeria,plot_inputs,2013Q1,absent,absent,,source not declared for wave
Nigeria,plot_inputs,2015Q3,absent,absent,,source not declared for wave
Nigeria,plot_inputs,2016Q1,absent,absent,,source not declared for wave
Nigeria,plot_inputs,2018Q3,absent,absent,,source not declared for wave
Nigeria,plot_inputs,2019Q1,absent,absent,,source not declared for wave
Nigeria,plot_inputs,2023Q3,absent,absent,,source not declared for wave
Nigeria,plot_inputs,2024Q1,absent,absent,,source not declared for wave
Nigeria,plot_labor,2010Q3,absent,absent,,source not declared for wave
Nigeria,plot_labor,2011Q1,absent,absent,,source not declared for wave
Nigeria,plot_labor,2012Q3,absent,absent,,source not declared for wave
Nigeria,plot_labor,2013Q1,absent,absent,,source not declared for wave
Nigeria,plot_labor,2015Q3,absent,absent,,source not declared for wave
Nigeria,plot_labor,2016Q1,absent,absent,,source not declared for wave
Nigeria,plot_labor,2018Q3,absent,absent,,source not declared for wave
Nigeria,plot_labor,2019Q1,absent,absent,,source not declared for wave
Nigeria,plot_labor,2023Q3,absent,absent,,source not declared for wave
Nigeria,plot_labor,2024Q1,absent,absent,,source not declared for wave
Nigeria,sample,2010Q3,sane,declared,5000,all checks pass
Nigeria,sample,2011Q1,sane,declared,5000,all checks pass
Nigeria,sample,2012Q3,sane,declared,4859,all checks pass
Nigeria,sample,2013Q1,sane,declared,4859,all checks pass
Nigeria,sample,2015Q3,sane,declared,4696,all checks pass
Nigeria,sample,2016Q1,sane,declared,4696,all checks pass
Nigeria,sample,2018Q3,sane,declared,5263,all checks pass
Nigeria,sample,2019Q1,sane,declared,5263,all checks pass
Nigeria,sample,2023Q3,sane,declared,5067,all checks pass
Nigeria,sample,2024Q1,sane,declared,5067,all checks pass
Nigeria,shocks,2010Q3,sane,declared,2200,all checks pass
Nigeria,shocks,2011Q1,sane,declared,2200,all checks pass
Nigeria,shocks,2012Q3,sane,declared,2882,all checks pass
Nigeria,shocks,2013Q1,sane,declared,2882,all checks pass
Nigeria,shocks,2015Q3,sane,declared,2323,all checks pass
Nigeria,shocks,2016Q1,sane,declared,2323,all checks pass
Nigeria,shocks,2018Q3,sane,declared,3870,all checks pass
Nigeria,shocks,2019Q1,sane,declared,3870,all checks pass
Nigeria,shocks,2023Q3,absent,absent,,source not declared for wave
Nigeria,shocks,2024Q1,absent,absent,,source not declared for wave
Pakistan,cluster_features,1991,sane,declared,301,warn: has_household_index
Pakistan,household_characteristics,1991,sane,declared,4794,all checks pass
Pakistan,household_roster,1991,sane,declared,36079,warn: index_levels_match_scheme
Pakistan,housing,1991,sane,declared,4789,warn: index_levels_match_scheme
Pakistan,interview_date,1991,sane,declared,4956,warn: index_levels_match_scheme
Pakistan,sample,1991,sane,declared,4967,all checks pass
Senegal,assets,2018-19,sane,declared,54604,all checks pass
Senegal,assets,2021-22,sane,declared,54057,all checks pass
Senegal,cluster_features,2018-19,sane,declared,598,warn: has_household_index
Senegal,cluster_features,2021-22,sane,declared,596,warn: has_household_index
Senegal,crop_production,2018-19,sane,declared,8416,"warn: index_levels_match_scheme,no_constant_columns"
Senegal,crop_production,2021-22,absent,absent,,source not declared for wave
Senegal,food_acquired,2018-19,sane,declared,215266,all checks pass
Senegal,food_acquired,2021-22,sane,declared,220447,all checks pass
Senegal,food_expenditures,2018-19,sane,declared,190819,all checks pass
Senegal,food_expenditures,2021-22,sane,declared,197387,all checks pass
Senegal,food_prices,2018-19,sane,declared,190304,all checks pass
Senegal,food_prices,2021-22,sane,declared,196968,all checks pass
Senegal,food_quantities,2018-19,sane,declared,214745,all checks pass
Senegal,food_quantities,2021-22,sane,declared,219644,all checks pass
Senegal,food_security,2018-19,sane,declared,7156,warn: index_levels_match_scheme
Senegal,food_security,2021-22,sane,declared,7109,warn: index_levels_match_scheme
Senegal,household_characteristics,2018-19,sane,declared,7150,all checks pass
Senegal,household_characteristics,2021-22,sane,declared,7114,all checks pass
Senegal,household_roster,2018-19,sane,declared,66119,warn: index_levels_match_scheme
Senegal,household_roster,2021-22,sane,declared,63531,warn: index_levels_match_scheme
Senegal,housing,2018-19,sane,declared,7156,warn: index_levels_match_scheme
Senegal,housing,2021-22,sane,declared,7120,warn: index_levels_match_scheme
Senegal,individual_education,2018-19,sane,declared,66116,warn: index_levels_match_scheme
Senegal,individual_education,2021-22,sane,declared,63530,warn: index_levels_match_scheme
Senegal,interview_date,2018-19,sane,declared,21464,warn: index_levels_match_scheme
Senegal,interview_date,2021-22,sane,declared,21360,warn: index_levels_match_scheme
Senegal,livestock,2018-19,sane,declared,9404,all checks pass
Senegal,livestock,2021-22,absent,absent,,source not declared for wave
Senegal,panel_ids,,sane,declared,6127,6127 entries
Senegal,people_last7days,2018-19,sane,declared,65723,"warn: index_levels_match_scheme,no_constant_columns"
Senegal,people_last7days,2021-22,absent,absent,,source not declared for wave
Senegal,plot_features,2018-19,sane,declared,7712,"warn: index_levels_match_scheme,no_constant_columns"
Senegal,plot_features,2021-22,sane,declared,6112,"warn: index_levels_match_scheme,no_constant_columns"
Senegal,plot_inputs,2018-19,sane,declared,9901,warn: index_levels_match_scheme
Senegal,plot_inputs,2021-22,absent,absent,,source not declared for wave
Senegal,plot_labor,2018-19,sane,declared,10447,warn: index_levels_match_scheme
Senegal,plot_labor,2021-22,absent,absent,,source not declared for wave
Senegal,sample,2018-19,sane,declared,7156,all checks pass
Senegal,sample,2021-22,sane,declared,7120,all checks pass
Senegal,shocks,2018-19,sane,declared,6131,warn: no_constant_columns
Senegal,shocks,2021-22,sane,declared,4182,all checks pass
Senegal,subjective_well_being,2018-19,sane,declared,7105,warn: index_levels_match_scheme
Senegal,subjective_well_being,2021-22,sane,declared,7035,warn: index_levels_match_scheme
Senegal,updated_ids,,sane,declared,2,2 entries
Serbia,assets,2007,sane,declared,48060,all checks pass
Serbia,cluster_features,2007,sane,declared,328,warn: has_household_index
Serbia,household_characteristics,2007,sane,declared,5557,all checks pass
Serbia,household_roster,2007,sane,declared,17375,warn: index_levels_match_scheme
Serbia,housing,2007,sane,declared,2744,warn: index_levels_match_scheme
Serbia,individual_education,2007,sane,declared,17375,warn: index_levels_match_scheme
Serbia,interview_date,2007,sane,declared,5557,warn: index_levels_match_scheme
Serbia,sample,2007,sane,declared,5557,all checks pass
Serbia and Montenegro,cluster_features,2002,sane,declared,618,warn: has_household_index
Serbia and Montenegro,cluster_features,2003,sane,declared,301,warn: has_household_index
Serbia and Montenegro,household_characteristics,2002,sane,declared,6386,all checks pass
Serbia and Montenegro,household_characteristics,2003,sane,declared,2548,all checks pass
Serbia and Montenegro,household_roster,2002,sane,declared,19725,"warn: index_levels_match_scheme,no_constant_columns"
Serbia and Montenegro,household_roster,2003,sane,declared,8027,"warn: index_levels_match_scheme,no_constant_columns"
Serbia and Montenegro,life_satisfaction,2002,sane,declared,6273,warn: index_levels_match_scheme
Serbia and Montenegro,life_satisfaction,2003,sane,declared,2521,warn: index_levels_match_scheme
Serbia and Montenegro,sample,2002,builds,declared,6386,fail: no_all_null_columns; warn: no_constant_columns
Serbia and Montenegro,sample,2003,sane,declared,2548,all checks pass
South Africa,assets,1993,sane,declared,35187,all checks pass
South Africa,cluster_features,1993,sane,declared,355,warn: has_household_index
South Africa,household_characteristics,1993,sane,declared,8799,all checks pass
South Africa,household_roster,1993,sane,declared,43687,warn: index_levels_match_scheme
South Africa,housing,1993,sane,declared,8808,warn: index_levels_match_scheme
South Africa,individual_education,1993,sane,declared,43455,warn: index_levels_match_scheme
South Africa,interview_date,1993,sane,declared,8809,warn: index_levels_match_scheme
South Africa,life_satisfaction,1993,sane,declared,8724,warn: index_levels_match_scheme
South Africa,sample,1993,sane,declared,8809,all checks pass
Tajikistan,cluster_features,1999,sane,declared,125,warn: has_household_index
Tajikistan,cluster_features,2003,sane,declared,208,warn: has_household_index
Tajikistan,cluster_features,2007,sane,declared,267,warn: has_household_index
Tajikistan,cluster_features,2009,sane,declared,167,warn: has_household_index
Tajikistan,food_security_hfias,1999,absent,absent,,source not declared for wave
Tajikistan,food_security_hfias,2003,absent,absent,,source not declared for wave
Tajikistan,food_security_hfias,2007,sane,declared,4644,warn: index_levels_match_scheme
Tajikistan,food_security_hfias,2009,sane,declared,1503,warn: index_levels_match_scheme
Tajikistan,household_characteristics,1999,sane,declared,1977,all checks pass
Tajikistan,household_characteristics,2003,sane,declared,4159,all checks pass
Tajikistan,household_characteristics,2007,sane,declared,4644,all checks pass
Tajikistan,household_characteristics,2009,sane,declared,1503,all checks pass
Tajikistan,household_roster,1999,sane,declared,14142,warn: index_levels_match_scheme
Tajikistan,household_roster,2003,sane,declared,26141,warn: index_levels_match_scheme
Tajikistan,household_roster,2007,sane,declared,28957,warn: index_levels_match_scheme
Tajikistan,household_roster,2009,sane,declared,10069,warn: index_levels_match_scheme
Tajikistan,housing,1999,builds,declared,1999,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Tajikistan,housing,2003,absent,absent,,source not declared for wave
Tajikistan,housing,2007,sane,declared,4644,warn: index_levels_match_scheme
Tajikistan,housing,2009,builds,declared,1503,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Tajikistan,individual_education,1999,sane,declared,6958,warn: index_levels_match_scheme
Tajikistan,individual_education,2003,sane,declared,20300,warn: index_levels_match_scheme
Tajikistan,individual_education,2007,sane,declared,23663,warn: index_levels_match_scheme
Tajikistan,individual_education,2009,sane,declared,8376,warn: index_levels_match_scheme
Tajikistan,interview_date,1999,sane,declared,2000,warn: index_levels_match_scheme
Tajikistan,interview_date,2003,sane,declared,4160,warn: index_levels_match_scheme
Tajikistan,interview_date,2007,sane,declared,4643,warn: index_levels_match_scheme
Tajikistan,interview_date,2009,sane,declared,1503,warn: index_levels_match_scheme
Tajikistan,life_satisfaction,1999,absent,absent,,source not declared for wave
Tajikistan,life_satisfaction,2003,absent,absent,,source not declared for wave
Tajikistan,life_satisfaction,2007,sane,declared,9251,warn: index_levels_match_scheme
Tajikistan,life_satisfaction,2009,sane,declared,2984,warn: index_levels_match_scheme
Tajikistan,plot_features,1999,absent,absent,,source not declared for wave
Tajikistan,plot_features,2003,absent,absent,,source not declared for wave
Tajikistan,plot_features,2007,sane,declared,3974,"warn: index_levels_match_scheme,no_constant_columns"
Tajikistan,plot_features,2009,absent,absent,,source not declared for wave
Tajikistan,sample,1999,builds,declared,2000,fail: no_all_null_columns; warn: no_constant_columns
Tajikistan,sample,2003,builds,declared,4160,fail: no_all_null_columns; warn: no_constant_columns
Tajikistan,sample,2007,sane,declared,4860,all checks pass
Tajikistan,sample,2009,sane,declared,1503,all checks pass
Tanzania,anthropometry,2008-09,builds,declared,14382,"fail: no_all_null_columns; warn: index_levels_match_scheme,no_constant_columns"
Tanzania,anthropometry,2010-11,sane,declared,17059,warn: index_levels_match_scheme
Tanzania,anthropometry,2012-13,sane,declared,19790,warn: index_levels_match_scheme
Tanzania,anthropometry,2014-15,sane,declared,11699,warn: index_levels_match_scheme
Tanzania,anthropometry,2019-20,sane,declared,3080,warn: index_levels_match_scheme
Tanzania,anthropometry,2020-21,sane,declared,12664,warn: index_levels_match_scheme
Tanzania,assets,2008-09,absent,absent,,source not declared for wave
Tanzania,assets,2010-11,absent,absent,,source not declared for wave
Tanzania,assets,2012-13,absent,absent,,source not declared for wave
Tanzania,assets,2014-15,absent,absent,,source not declared for wave
Tanzania,assets,2019-20,sane,declared,61725,all checks pass
Tanzania,assets,2020-21,absent,absent,,source not declared for wave
Tanzania,cluster_features,2008-09,sane,declared,409,"warn: has_household_index,no_constant_columns"
Tanzania,cluster_features,2010-11,sane,declared,409,"warn: has_household_index,no_constant_columns"
Tanzania,cluster_features,2012-13,sane,declared,409,warn: has_household_index
Tanzania,cluster_features,2014-15,sane,declared,498,warn: has_household_index
Tanzania,cluster_features,2019-20,sane,declared,247,warn: has_household_index
Tanzania,cluster_features,2020-21,sane,declared,417,warn: has_household_index
Tanzania,community_cluster_xwalk,2008-09,absent,absent,,source not declared for wave
Tanzania,community_cluster_xwalk,2010-11,absent,absent,,source not declared for wave
Tanzania,community_cluster_xwalk,2012-13,absent,absent,,source not declared for wave
Tanzania,community_cluster_xwalk,2014-15,absent,absent,,source not declared for wave
Tanzania,community_cluster_xwalk,2019-20,sane,declared,99,warn: has_household_index
Tanzania,community_cluster_xwalk,2020-21,sane,declared,488,warn: has_household_index
Tanzania,community_prices,2008-09,absent,absent,,source not declared for wave
Tanzania,community_prices,2010-11,absent,absent,,source not declared for wave
Tanzania,community_prices,2012-13,absent,absent,,source not declared for wave
Tanzania,community_prices,2014-15,absent,absent,,source not declared for wave
Tanzania,community_prices,2019-20,sane,declared,2769,warn: has_household_index
Tanzania,community_prices,2020-21,sane,declared,13062,warn: has_household_index
Tanzania,crop_production,2008-09,absent,absent,,source not declared for wave
Tanzania,crop_production,2010-11,absent,absent,,source not declared for wave
Tanzania,crop_production,2012-13,absent,absent,,source not declared for wave
Tanzania,crop_production,2014-15,absent,absent,,source not declared for wave
Tanzania,crop_production,2019-20,sane,declared,3001,"warn: index_levels_match_scheme,no_constant_columns"
Tanzania,crop_production,2020-21,sane,declared,11125,"warn: index_levels_match_scheme,no_constant_columns"
Tanzania,food_acquired,2008-09,sane,declared,44957,warn: index_levels_match_scheme
Tanzania,food_acquired,2010-11,sane,declared,54773,warn: index_levels_match_scheme
Tanzania,food_acquired,2012-13,sane,declared,67899,warn: index_levels_match_scheme
Tanzania,food_acquired,2014-15,sane,declared,61984,warn: index_levels_match_scheme
Tanzania,food_acquired,2019-20,sane,declared,16104,warn: index_levels_match_scheme
Tanzania,food_acquired,2020-21,sane,declared,5896,warn: index_levels_match_scheme
Tanzania,food_coping,2008-09,dropped,declared,,declared for wave but absent from built t-index
Tanzania,food_coping,2010-11,sane,declared,31375,warn: index_levels_match_scheme
Tanzania,food_coping,2012-13,sane,declared,40080,warn: index_levels_match_scheme
Tanzania,food_coping,2014-15,sane,declared,34724,warn: index_levels_match_scheme
Tanzania,food_coping,2019-20,sane,declared,9464,warn: index_levels_match_scheme
Tanzania,food_coping,2020-21,sane,declared,37672,warn: index_levels_match_scheme
Tanzania,food_expenditures,2008-09,sane,declared,34497,all checks pass
Tanzania,food_expenditures,2010-11,sane,declared,42118,all checks pass
Tanzania,food_expenditures,2012-13,sane,declared,52619,all checks pass
Tanzania,food_expenditures,2014-15,sane,declared,49557,all checks pass
Tanzania,food_expenditures,2019-20,sane,declared,12808,all checks pass
Tanzania,food_expenditures,2020-21,sane,declared,4694,all checks pass
Tanzania,food_prices,2008-09,sane,declared,34413,all checks pass
Tanzania,food_prices,2010-11,sane,declared,42083,all checks pass
Tanzania,food_prices,2012-13,sane,declared,52548,all checks pass
Tanzania,food_prices,2014-15,sane,declared,49511,all checks pass
Tanzania,food_prices,2019-20,sane,declared,12418,all checks pass
Tanzania,food_prices,2020-21,sane,declared,4606,all checks pass
Tanzania,food_quantities,2008-09,sane,declared,44873,all checks pass
Tanzania,food_quantities,2010-11,sane,declared,54738,all checks pass
Tanzania,food_quantities,2012-13,sane,declared,67828,all checks pass
Tanzania,food_quantities,2014-15,sane,declared,61938,all checks pass
Tanzania,food_quantities,2019-20,sane,declared,15714,all checks pass
Tanzania,food_quantities,2020-21,sane,declared,5808,all checks pass
Tanzania,household_characteristics,2008-09,sane,declared,3264,all checks pass
Tanzania,household_characteristics,2010-11,sane,declared,3921,all checks pass
